Fecha,BMV: AMX L,BMV: CEMEX CPO,BMV: FEMSA UBD,BMV: GAP B,BMV: GRUMA B,BMV:AUTLAN B,BMV:GFNORTE O,BMV:GISSA A,BMV:HERDEZ *,BMV:VITRO A,Z: CETES,BMV: NAFTRAC
9/1/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03772178,0.0792
9/2/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03787342,0.0792
9/9/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03745207,0.0792
9/16/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03832298,0.0792
9/23/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03832298,0.0792
9/30/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.04185609,0.0792
10/7/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.04199842,0.0792
10/11/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.04199842,0.0792
10/14/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.04230054,0.0792
10/21/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.0414224,0.0792
10/28/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.04186146,0.0792
11/4/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.04278934,0.0792
11/11/2016,0.15,0.065,0.038,0.13,0.1,0.117,0.16,0.119,0.062,0.135,0.04850586,0.0792
11/18/2016,0.15,0.065,0.038,0.13,0.1,0.117,0.16,0.119,0.062,0.135,0.04782177,0.0792
11/25/2016,0.15,0.065,0.038,0.13,0.1,0.117,0.16,0.119,0.062,0.135,0.04977073,0.0792
